address,area,city,guest_recommendation,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id,average_price
"S.No. 17/1/1, Plot No1, Padmavati corner, Pune Satara Road Near City pride,Pune-411043",Katraj,Pune,70.0,Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Medical Assistance Available|Power Backup|Express Check-In / Check-Out|Gardens|Catering|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Conference Facility |Smoking Rooms|ATM / Banking|Fire Place Available |Picnic Area|Cell Phone Rental|Smoking Area |Veranda|Open Air Restaurant / Dining |Transfers Available|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Car Rental|Express Laundry|Water Dispenser Available|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Spa Services Nearby|Party hall|Air / Rail Booking|STD / ISD|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|Fire Safety|Suites,3,18.4745883,73.8560816,Hotel Ravikant,Hotel,20.0,3.4,Service Quality::3.5|Amenities::3.1|Food and Drinks::5.0|Value for Money::3.5|Location::3.8|Cleanliness::5.0,Maharashtra,9f5abf4b202e76ca7a487461711387e5,4000
"146, Dr.Radhakrishnan Road,  Chennai",Mylapore,Chennai,83.0,,4,13.0453249,80.2609216,Hotel Savera,Hotel,576.0,4.3,Service Quality::4.2|Amenities::4.3|Food and Drinks::4.3|Value for Money::4.3|Location::4.5|Cleanliness::4.3,Tamil Nadu,c4aa3afbbdf2e85efbe3ae2e83b70a8e,10000
"4190-93 TEL MANDI PAHAR GANJ ,OPP NEW DELHI RAILWAY STATION",Paharganj,Delhi,100.0,"Airport Transfer Available / Surcharge|Concierge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Front Desk|Multi Cuisine Restaurant |Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Power Backup|Express Check-In / Check-Out|Multi Lingual Staff|Exhibit Space|Wake-up Call / Service|Suitable For Children|Smoking Rooms|Kitchen available (home cook food on request)|Electronic / Magnetic Keys|Multi - Line Phone|Fire Place Available |Free Local Calls|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Smoking Area |Open Air Restaurant / Dining |Extra Person / Child - Share the same room|Express Laundry|Taxi Services|Food Facility|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Courier Service|Guide / Sightseeing Service|Restaurant|Room Service|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Pest Control Facility|Stamps and Mailing Facility",3,28.6139391,77.2090212,HOTEL SEVEN SEAS INN,Hotel,2.0,5.0,Service Quality::5.0|Amenities::5.0|Food and Drinks::5.0|Value for Money::5.0|Location::4.5|Cleanliness::5.0,Delhi,cddf36acc19ab93bdbc2fb7e94d5fb52,4000
"Malviya Kunj, Lanka,near asssi ghat",Assi Ghat,Varanasi,,Front Desk|Transfers Available|Parking Facility,0,25.3176452,82.9739144,Hotel Shyam Residency,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,1c44ece7cf8b38c9fe3d72f0497479e2,800
Sheetlakhet Almora,Sitlakhet,Almora,100.0,Doctor on Call|Dry Cleaning|Parking Facilities Available|24 Hour Front Desk|Power Backup|Express Check-In / Check-Out|Gardens|Wake-up Call / Service|Suitable For Children|Extra Person / Child - Share the same room|Family Room|Room Service (24 Hours)|Parking Facility|Full Time Operation for All 7 Days|Paid Transfers,0,29.5968086,79.5608425,Hotel Sheetalam,Hotel,2.0,3.3,Service Quality::3.3|Amenities::3.3|Food and Drinks::4.6|Value for Money::4.0|Location::3.8|Cleanliness::4.6,Uttarakhand,07726c70257e92ca988bb31ac19699f1,800
"CP-3, 208, sector 11 ,Vikas Nagar, Lucknow-226022, Uttar Pradesh",Others,Lucknow,90.0,Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Express Check-In / Check-Out|Conference Facility |Car Rental|Food Facility|Newspapers In Lobby|Room Service (24 Hours),3,26.8978729,80.9656932,Hotel Sapna Clarks INN Lucknow,Hotel,40.0,4.1,Service Quality::4.0|Amenities::4.1|Food and Drinks::3.0|Value for Money::4.1|Location::3.9|Cleanliness::3.6,Uttar Pradesh,2643dada5fb2858229d919c2b3016a48,4000
"Kohna Khun, Dalgate",Khayam Chowk Area,Srinagar,75.0,Doctor on Call,2,34.0839157889,74.8248661068,Hotel Shaneel Residency,Hotel,8.0,4.4,Service Quality::4.6|Amenities::4.4|Food and Drinks::4.7|Value for Money::4.7|Location::4.3|Cleanliness::4.2,Jammu and Kashmir,887e3d9254e425ca9e2b0ed34a2af0a3,2600
"Panchmahal , Near Moonlight Cinema, Opposite Aadhar Mall, Vavdi","Panchmahal , Near Moonlight Cinema, Opposite Aadhar Mall, Vavdi",Godhra,100.0,Doctor on Call|Parking Facilities Available|Front Desk,0,22.7788044,73.6142795,Hotel Silver Stay,Hotel,1.0,1.0,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::5.0|Cleanliness::1.0,Gujarat,484188d70a36cb2d7b94b43806aaeacb,800
"166, Station road, Civil Lines,",Civil Lines Area,Bareilly,,Doctor on Call|Front Desk|Parking Facility|Room Service|Public Restrooms,0,28.3371343,79.4108244,Hotel Shri Rajkamal,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,128c2e0c2ae2a12d5a85faca3110c199,800
"K.B.P.G. College Road Spicy Bite Chauraha ,Narghat, Mirzapur-cum-Vindhyachal","K.B.P.G. College Road Spicy Bite Chauraha ,Narghat, Mirzapur-Cum-Vindhyachal",Mirzapur,,Doctor on Call|Parking Facilities Available|Front Desk|Room Service,1,25.1503868,82.5593293,Hotel Shyam Utsav,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,aba7e2f0fb19bb0e6b8f125cf08f79b1,1500
"Bhatt Commercial Complex 2, Haridwar Road, (Near Prince Chowk)",Haridwar Road,Dehradun,62.0,Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Audio - Visual Equipment|Wedding Services Facility|Conference Facility |Free Local Calls|In House Events |Car Rental|Taxi Services|Board Room| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Baggage Room|Courier Service|Internet / Fax (Reception area only)|RO Water Purification System,2,30.3152962641,78.0377466549,Hotel Siddharth Paradise,Hotel,8.0,2.8,Service Quality::2.6|Amenities::2.8|Food and Drinks::3.5|Value for Money::3.0|Location::3.6|Cleanliness::3.5,Uttarakhand,a6822e280cb735adfae51e745fc30c53,2600
"102/A, 1st Polo Paota , Main Mandore Road,",Paota Circle,Jodhpur,75.0,Doctor on Call|Laundry Service Available|Multi Cuisine Restaurant |Internet Access Free|Newspapers In Lobby,0,26.306172,73.0353773,Hotel Shivam,Hotel,4.0,3.8,Service Quality::3.8|Amenities::3.8|Food and Drinks::1.0|Value for Money::4.0|Location::3.8|Cleanliness::1.0,Rajasthan,43436eca787ec202b0e3135cfeee26f7,800
Dam Burdwan Maithon West Bengal India,,Maithon,0.0,Doctor on Call|Lobby|Front Desk|Karaoke |Food Facility,0,22.9867569,87.8549755,Hotel Shanti Nivas,Hotel,1.0,4.0,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.0|Location::4.0|Cleanliness::4.0,Jharkhand,eb51d463b335b0c61b87e5e1098b4507,800
"Civil Line, Near Abhilasha Petrol Pump, Lalitpur , Lalitpur UP",Civil Line Lalitpur,Lalitpur,,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk,0,24.688036,78.3956874,Hotel Shri prakash Inn,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,5fc9814a083be8dddd1fb3afd9a74943,800
"Jain Dharmshala Road, Godhra",Mandvi,Kutch,,Parking Facilities Available|Front Desk|Restaurant|Room Service,0,22.9185345,69.2654037,Hotel Sea View,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Gujarat,80f1061cfcaeaa61f9593760798ceb3c,800
"Plot No. 3,17,18 Survey No.163/1 ,Siddhi Park, Nana Kapaya",Mundra,Kutch,90.0,Doctor on Call|Parking Facilities Available|Front Desk,1,22.8460699,69.6983614,Hotel Sapphire,Hotel,21.0,4.6,Service Quality::4.5|Amenities::4.6|Food and Drinks::4.2|Value for Money::4.7|Location::4.4|Cleanliness::4.5,Gujarat,da6a1bcbd5b1f3c48ba8159f135790cf,1500
Near Somnath temple,Somnath Temple,Somnath,,Doctor on Call|Front Desk|24 Hour Front Desk|Outdoor Parking - Secured|First-Aid Kit at Front Desk,0,20.9060022,70.3843721,Hotel Shivam,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Gujarat,b8779df19566e4ce0e45c10e9e4b128c,800
"Plot No. 104, Pocket 27, Rohini, New Delhi",Rohini,Delhi,,Doctor on Call|Lobby|Front Desk|Luggage Storage,0,28.7330721,77.0877437,Hotel Sarvasa Residency,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Delhi,395787e8de01fa174baf2b95a6587e20,800
24-A Public Park Goal Bazar,Others,Sri Ganganagar,,Doctor on Call|Parking Facilities Available|Front Desk,0,29.929136,73.8731938,Hotel Sea Rock,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,b6b50062842130ebd706f754a749c379,800
"Opp. Circuit house, R.C.Dutt Road, Alkapuri, Baroda - 390 007",Alkapuri,Vadodara,86.0,Airport Transfer Available / Surcharge|Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Doorman|Express Check-In / Check-Out|Conference Facility |Car Rental|Express Laundry|Food Facility|Newspapers In Lobby|Room Service (24 Hours),2,22.3139759,73.1747877,Hotel Savshanti Towers,Hotel,52.0,4.0,Service Quality::3.9|Amenities::3.8|Food and Drinks::4.0|Value for Money::4.1|Location::4.2|Cleanliness::4.4,Gujarat,9f7f748eeba3e63dc95ce9d5c76a189e,2600
"Navyug Padampura , Aurangabad",Mumbai-Nashik Highway,Aurangabad,85.0,Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Laundry Service Available|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Welcome Drinks|Power Backup|Wake-up Call / Service|Smoking Rooms|Kitchen available (home cook food on request)|Free Local Calls|Smoking Area |Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Baggage Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Room Service|Fire Safety,2,19.8683914486,75.3177862347,Hotel Shiv Tej Residency,Hotel,55.0,4.2,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.4|Value for Money::4.3|Location::4.2|Cleanliness::4.6,Maharashtra,2979181979c455fd38dc6dafd14c98d5,2600
"Jain Nagar Road,Abohar Ho , Near Bus Stand, Abohar Punjab",Jain Nagar Road,Abohar,,Doctor on Call|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Room Service|Public Restrooms,1,30.147064,74.2028122,Hotel Sen-nite,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Punjab,decd96e2a3db55f2261dc4ed62efeae2,1500
"The Mall, Opp high Court, near Oberio Clark, Shimla",Main Town,Shimla,77.0,Bar / Lounge |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Welcome Drinks|Conference Facility |Internet Access Free|Newspapers In Lobby,3,31.1014416,77.1720555,Hotel Shingar,Hotel,170.0,4.2,Service Quality::4.2|Amenities::4.1|Food and Drinks::4.2|Value for Money::4.2|Location::4.4|Cleanliness::4.3,Himachal Pradesh,27c059166f990e8a260e2c0ff3af073d,4000
"Geeta Ashram Road,",Hanuman Circle,Jaisalmer,,Doctor on Call|Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Power Backup|Newspapers In Lobby|Room Service (24 Hours)|RO Water Purification System|Outdoor Parking - Secured|Room Service,1,26.9157487,70.9083443,Hotel Shree Annapurana,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,2b92a692d4f2d756523cd6477bfee301,1500
"Satkar Building, Unapani Road, Near Delhi Gate, Opp. Station Road, Surat - 395003",Railway Station Area,Surat,88.0,Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|24 Hour Front Desk|Power Backup|Internet Access Free|Room Service (24 Hours)|Parking Facility|Internet Access|Room Service,2,21.2048936,72.8408395,Hotel Satkar,Hotel,128.0,4.3,Service Quality::4.3|Amenities::4.2|Food and Drinks::4.4|Value for Money::4.4|Location::4.5|Cleanliness::4.7,Gujarat,58687a5a879c70a04eda30b7bfc31743,2600
"Opposite Shivsagar lake, main Temple Road",Temple Road,Khajuraho,50.0,Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Wake-up Call / Service|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Guide / Sightseeing Service,0,24.8508755,79.9232342,Hotel Shanti,Hotel,2.0,1.6,Service Quality::1.6|Amenities::1.6|Food and Drinks::1.6|Value for Money::1.6|Location::1.6|Cleanliness::1.6,Madhya Pradesh,0e01e7c678e9cbc63c4d7a28f4013f59,800
"Mehta Studio, 24 - Gole Bazar, Ganganagar, Near Gandhi Chowk",Sri Ganganagar,Sri Ganganagar,66.0,Doctor on Call|Lobby|Front Desk|RO Water Purification System|Parking Facility,0,29.9166667,73.8833333,Hotel Sharnam,Hotel,6.0,4.3,Service Quality::4.0|Amenities::3.7|Food and Drinks::5.0|Value for Money::4.5|Location::4.5|Cleanliness::5.0,Rajasthan,600fdf0dd169aba63dadedae0b712c55,800
"Plot No. 8, Station Road,",Station Road,Jalgaon,100.0,Banquet Facilities|Bar / Lounge |Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Power Backup|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Food Facility|Internet Access Free|Newspapers In Lobby|Baggage Room|Parking Facility|Restaurant|Room Service|CCTV,0,21.0167633,75.5635054,Hotel silver Palace,Hotel,4.0,4.5,Service Quality::4.3|Amenities::4.5|Food and Drinks::4.5|Value for Money::4.5|Location::4.5|Cleanliness::4.5,Maharashtra,71aea3925c2bbf4717cda60ec744da58,800
Hotel satpura safari gandhi chowk Pachmarhi,"Near Ram Mandir, Pachmarhi Ho",Pachmarhi,,24 Hour Front Desk|Food Facility|Room Service (24 Hours)|Parking Facility,1,22.4674463,78.4345854,Hotel satpura safari,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Madhya Pradesh,0cc8b55ed5528ffb0530a762e2924e5b,1500
"8518-22 ARAKASHAN ROAD, BEHIND SHIELA CINEMA,PAHAR GANJ, very close to train station",Paharganj,Delhi,69.0,Airport Transfer Available / Surcharge|Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Valet service|24 Hour Front Desk|Luggage Storage|Doorman|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Electronic / Magnetic Keys|Fire Place Available |Wheelchair Accessibility - Room|Open Air Restaurant / Dining |Car Rental|Express Laundry|Rooftop Garden|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|Parking (Surcharge)|Air / Rail Booking|STD / ISD|Internet / Fax (Reception area only)|Parking Facility|Internet Access|Restaurant|Room Service|First-Aid Kit at Front Desk,3,28.6459333462,77.2155044256,Hotel Shivdev International,Hotel,71.0,3.4,Service Quality::3.3|Amenities::3.3|Food and Drinks::3.6|Value for Money::3.5|Location::3.8|Cleanliness::3.6,Delhi,4b7af733fbe91729e266eb6d6e9fb586,4000
"A-42, Vishal Enclave Opp TDI Mall, Rajouri Garden ,New Delhi",Rajouri Garden,Delhi,80.0,Banquet Facilities|Beauty Salon - on charge|Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Air-Conditioning - Central|Power Backup|ATM / Banking|Fax Machine|Smoking Area |Car Rental|Express Laundry|Taxi Services|Internet Access Free|Newspapers In Lobby|Family Room|Room Service (24 Hours)|STD / ISD|Baggage Room|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Room Service,3,28.65069199,77.11999512,Hotel Shubham Vilas,Hotel,10.0,4.5,Service Quality::4.5|Amenities::4.5|Food and Drinks::4.0|Value for Money::4.5|Location::4.6|Cleanliness::4.3,Delhi,f5d0e7daf272e595510b048febbbc859,4000
Shimla Manali Road Sandal Chakkar,Kachi Ghatti,Shimla,69.0,Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,2,31.0837597,77.1692336,Hotel Shree Shayamala Residency,Hotel,13.0,3.7,Service Quality::3.8|Amenities::3.8|Food and Drinks::3.4|Value for Money::3.9|Location::4.0|Cleanliness::3.4,Himachal Pradesh,e2e5896fca0933675af40d644a84ce42,2600
"Hotel Sarovar Nellore Busstand Dharavari Gardens Bhagyanagar, Ongole",Bhagyanagar,Ongole,,Front Desk|Power Backup|First-Aid Kit at Front Desk,2,15.5057232,80.049922,Hotel Sarovar,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Andhra Pradesh,9a8e6107ae6d573729ccad39a912cdef,2600
"Sindhi Colony Road, Near Rasala Chowk Parking Kumarwada, Nathdwara, Rajasthan, India",Sindhi Colony,Nathdwara,,Airport Transfer Available / Surcharge|Babysitting/ Child Care (surcharge)|Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Non Smoking Rooms|Parking Facilities Available|Front Desk|Locker Facility,2,24.9291411,73.8213213,Hotel Shivansh Inn,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,a2cf2d62c536e3db8b5da9679c94b345,2600
"27 Panagal Road, Shenoy Nagar",Shenoy Nagar,Madurai,81.0,"Airport Transfer Available / Surcharge|Banquet Facilities|Bar / Lounge |Business Center |Currency Exchange|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Air-Conditioning - Central|Welcome Drinks|Power Backup|Express Check-In / Check-Out|Wake-up Call / Service|Conference Facility |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Car Rental|Express Laundry|Internet Access Free|Party hall|Parking Facility|Room Service",2,9.9255542738,78.1365814822,Hotel Saratha Rajans,Hotel,61.0,4.0,Service Quality::4.1|Amenities::4.0|Food and Drinks::4.2|Value for Money::4.1|Location::4.1|Cleanliness::4.2,Tamil Nadu,274f12b256ba55715f90506b52f5a976,2600
